"frequency"	"source_form"	"diac"	"msa"	"stem"	"proclitic"	"enclitic"	"num"	"gen"	"en_gloss"	"fr_gloss"	"token_id"	"sentence_id"
"3"	"واك"	"واك"	"وِيك"	"واك/INTERJ"	""	""	"na"	"na"	"(a_particle_that_calls_attention)"	"waak_(une_lettre_pour_attirer_l_intemtion)"	"10859"	"549"
"3"	"كياسة"	"كياسة"	"كَاسَةٌ"	"كياس/NOUN_CONCRETE"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"loofah"	"luffa"	"22879"	"1062"
"3"	"نطل"	"يطل"	"أَطَلّ"	"طل/IV"	"y/IMPERF_PREF"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"overlook"	"surplombant"	"14817"	"694"
"3"	"يوقلي"	"يوقلي"	"قَبِيح"	"يوقلي/FOREIGN"	""	""	"s"	"m"	"ugly"	"moche"	"26407"	"1192"
"3"	"لاصوص"	"لاصوص"	"صَلْصَة"	"لاصوص/FOREIGN"	""	""	"na"	"na"	"sauces"	"sauces"	"8293"	"397"
"3"	"نديرها"	"نديرها"	"فَعَل"	"دير/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ها/IVSUFF_DO:3FS"	"na"	"na"	"do"	"faire"	"8141"	"391"
"3"	"نعاودها"	"نعاودها"	"عَاوَدَ"	"عاود/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ها/IVSUFF_DO:3FS"	"na"	"na"	"repeat"	"répéter"	"19682"	"900"
"3"	"شيبانية"	"شيبانية"	"عَجُوزَة"	"شيباني/ADJ_QUALIT"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"elderly"	"âgé"	"1824"	"87"
"3"	"نعوم"	"نعوم"	"أَسْبَح"	"عوم/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"swim"	"nager"	"10790"	"546"
"3"	"ضياف"	"ضياف"	"ضُيُوف"	"ضياف/NOUN_ABSTRACT"	""	""	"sp"	"u"	"guests_,visitors"	"invités,_visiteurs"	"20975"	"968"
"3"	"ضربني"	"ضربني"	"ضَرَب"	"ضرب/PV"	""	"(null)/PVSUFF_SUBJ:3MS+ني/PVSUFF_DO:1S"	"na"	"na"	"hit"	"frapper"	"9872"	"477"
"3"	"لاميري"	"لاميري"	"البَلَدِية"	"لاميري/FOREIGN"	""	""	"na"	"na"	"the_town_hall"	"la_mairie"	"6798"	"346"
"3"	"علابلك"	"علابالك"	"تَعْرِف"	"بال/NOUN_ABSTRACT"	"ElA/PREP"	"ك/POSS_PRON"	"na"	"na"	"know"	"connaître"	"2921"	"157"
"3"	"ضرب"	"ضرب"	"ضَرب"	"ضرب/PV"	""	"(null)/PV SUFF_SUBJ :3MS"	"na"	"na"	"hit"	"frapper"	"14618"	"686"
"3"	"ضد"	"ضد"	"ضِدّ"	"ضد/NOUN_ABSTRACT"	""	""	"s"	"m"	"against"	"contre"	"5129"	"268"
"3"	"نحكيها"	"نحكيها"	"حَكَى"	"حكي/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ها/IVSUFF_DO:3FS"	"na"	"na"	"tell,_talk"	"discuter,_parler"	"26084"	"1179"
"3"	"لاكريم"	"لاكريم"	"مثلجات"	"لاكريم/FOREIGN"	""	""	"na"	"na"	"ice-creams"	"des_glaces"	"8680"	"410"
"3"	"يعرفها"	"يعرفها"	"عَرَف"	"عرف/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS +ها/IVSUFF_DO:3FS"	"na"	"na"	"know"	"connaître"	"3932"	"217"
"3"	"لاقي"	"لاقي"	"لاقَى"	"لاقي/NOUN_ACTIVE_PART"	""	""	"s"	"m"	"find"	"trouver"	"3667"	"206"
"3"	"صوالحه"	"صوالحه"	"الحَاجات"	"صوالح/GERUND"	""	"ه/POSS_PRON"	"sp"	"m"	"the_needs"	"les_besoins"	"17457"	"806"
"3"	"يعطيه"	"يعطيه"	"أَعْطَى"	"عطي/IV"	"y/IV3MS"	"ه/IVSUFF_SUBJ: 3MS"	"na"	"na"	"give,provide"	"donner,fournir"	"3855"	"213"
"3"	"نحطو"	"نحطو"	"وَضَعَ"	"حط/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"put"	"mettre"	"7432"	"366"
"3"	"يعني"	"يعني"	"عَنَى"	"عني/IV"	"y/IMPERF_PREF"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"mean"	"signifier"	"21159"	"973"
"3"	"نخلص"	"نخلص"	"دَفَع"	"خلص/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"pay"	"payer"	"5758"	"296"
"3"	"وجهه"	"وجهه"	"وَجْهَه"	"وجه/NOUN_CONCRETE"	""	"ه/POSS_PRON"	"s"	"m"	"his_face"	"son_visage"	"15958"	"742"
"3"	"صحبتي"	"صحبتي"	"صَاحِبة"	"صحب/NOUN_ACTIVE_PART"	""	"ت/NSUFF_FEM_SG+ي/POSS_PRON"	"s"	"f"	"friend"	"amie"	"16173"	"756"
"3"	"صحبتك"	"صحبتك"	"صَدِيقَة"	"صحب/NOUN_ACTIVE_PART"	""	"ت/NSUFF_FEM_SG+ك/POSS_PRON"	"s"	"f"	"friend"	"amie"	"29193"	"1290"
"3"	"صحبة"	"صحبة"	"الصَدَاقة"	"صحب/NOUN_ACTIVE_PART"	""	"ة/NSUFF_FEM_SG"	"s"	"m"	"friendship"	"amitier"	"7017"	"352"
"3"	"يعيطولهم"	"يعيطولهم"	"نَادَى"	"عيط/IV"	"y/IV3MP"	"و/IVSUFF_SUBJ:MP_MOOD:SJ+ل/PREP+هم/POSS_PRON"	"na"	"na"	"call_up"	"appeler"	"26272"	"1186"
"3"	"يفطر"	"يفطر"	"تَغَدى"	"فطر/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"have_lunch"	"repas"	"6452"	"334"
"3"	"صبحة"	"صبحة"	"صَبِيحَة"	"صبح/NOUN_ABSTRACT"	""	"ة/NSUFF_FEM_SG+(null)/CASE_DEF_GEN"	"s"	"f"	"morning"	"matinée"	"20821"	"962"
"3"	"لافير"	"لافير"	"القضية"	"لافير/FOREIGN"	""	""	"s"	"f"	"affair"	"affaire"	"13580"	"651"
"3"	"وجهك"	"وجهك"	"وَجْهك"	"وجه/NOUN_CONCRETE"	""	"ك/POSS_PRON"	"s"	"m"	"face,front"	"visage,avant"	"9576"	"440"
"3"	"صافي"	"صافي"	"مًنْذُ"	"صافي/FOREIGN"	""	""	"na"	"na"	"has_been"	"safait"	"5344"	"275"
"3"	"نعاودو"	"نعاودو"	"عَاوَدَ"	"عاود/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:1P"	"na"	"na"	"again"	"encore"	"5767"	"298"
"3"	"يقرى"	"يقرى"	"يَدْرُس"	"قرى/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"study"	"etudier"	"6510"	"337"
"3"	"يعيش"	"يعيش"	"عَاش"	"عيش/IV"	"y/IV3MS"	"(null)/IVSUFF_DO:3MS"	"na"	"na"	"live"	"vivre"	"13712"	"655"
"3"	"علابيها"	"علابيها"	"لذلك"	"بي/PREP"	"ElA/PREP"	"ها/POSS_PRON"	"s"	"m"	"that_is_why"	"ç'est_pourquoi"	"7120"	"355"
"3"	"عمال"	"عمال"	"عامِل"	"عمال/NOUN_ACTIVE_PART"	""	"(null)/CASE_DEF_GEN"	"bp"	"m"	"workers"	"ouvriers"	"20164"	"918"
"3"	"قو"	"قو"	"المَذَّاق"	"قو/FOREIGN"	""	""	"na"	"na"	"taste"	"goût"	"7375"	"364"
"3"	"يبيعو"	"يبيع"	"باعَ"	"بيع/IV"	"y/IV3MS"	"(null)/PVSUFF_SUBJ:3MS"	"na"	"na"	"sell"	"vendre"	"6890"	"349"
"3"	"متال"	"متال"	"مِثال"	"متال/GERUND"	""	"(null)/CASE_INDEF_NOM"	"s"	"m"	"example"	"example"	"26318"	"1188"
"3"	"متشدليش"	"متشدليش"	"شَدَّ"	"شد/IV"	"m/NEG_PART+t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS+ل/PREP+ي/POSS_PRON+ش/NEG_PART"	"na"	"na"	"hold"	"tenir"	"16008"	"746"
"3"	"يتزوج"	"يتزوج"	"تَزَوَج"	"تزوج/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"car"	"voiture"	"2778"	"150"
"3"	"يجري"	"يجري"	"جَرَى"	"جري/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"run"	"courir"	"6272"	"328"
"3"	"سو"	"سو"	"نائب"	"سو/FOREIGN"	""	""	"na"	"na"	"vice"	"sous"	"4570"	"245"
"3"	"ولدك"	"ولدك"	"ابن"	"ولد/NOUN_ABSTRACT"	""	"ك/POSS_PRON"	"s"	"m"	"child,son"	"enfant,_fils"	"9699"	"449"
"3"	"محاصره"	"محاصره"	"مُحَاصَر"	"محاصر/GERUND"	""	"ه/POSS_PRON"	"s"	"m"	"trapped"	"piégé"	"27449"	"1220"
"3"	"نوصلك"	"نوصلك"	"أَوْصَلَ"	"وصل/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ك/IVSUFF_DO:2MS"	"na"	"na"	"get"	"ramener"	"10326"	"525"
"3"	"فوا"	"فوا"	"بعضالأحيان"	"فوا/FOREIGN"	""	""	"na"	"na"	"sometimes"	"parfois"	"6529"	"337"
"3"	"قعدة"	"قعدة"	"قَعْدَة"	"قعد/NOUN_TIME_PLACE"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"sitting_place"	"assis"	"12158"	"601"
"3"	"مدولي"	"مدولي"	"أَعْطَى"	"مد/PV"	""	"و/PVSUFF_SUBJ:3MP+ل/PREP+ي/POSS_PRON"	"na"	"na"	"give"	"donner"	"3867"	"214"
"3"	"فهميني"	"فهميني"	"فَهِمَ"	"فهم/CV"	""	"ي/CVSUFF_SUBJ : 2FS+ني/CVSUFF_DO :1S"	"na"	"na"	"teach"	"apprendre"	"10481"	"531"
"3"	"مراقي"	"مراقي"	"مَرَق"	"مراقي/NOUN_CONCRETE"	""	""	"sp"	"m"	"bouillon,_sauce"	"broth,_gravy"	"11214"	"564"
"3"	"هاهو"	"هاهو"	"هَاهُوَ"	"هو/PRON_3MS"	"hA/DEM_PRON"	""	"s"	"m"	"here_it_is"	"le_voilà"	"22057"	"1024"
"3"	"مراكش"	"مراكش"	"إِنَّكلا"	"راك/PRESENT_PART"	"m/NEG_PART"	"ش/NEG_PART"	"s"	"m"	"is,_are_not"	"n'est_pas,_ne_sont_pas"	"2868"	"155"
"3"	"يجيب"	"يجيب"	"أحضر"	"جيب/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"bring;get"	"apporter"	"15998"	"743"
"3"	"فليتشة"	"فليتشة"	"سَهْم"	"فليتشة/FOREIGN"	""	""	"s"	"f"	"arrow"	"flèche"	"22343"	"1036"
"3"	"نوجدوا"	"نوجدوا"	"حَضَّرَ"	"وجد/IV"	"n/IV1P"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	""	"préparer;_x;_prepare"	"2325"	"109"
"3"	"لها"	"لها"	"لها"	"ل/PREP"	""	"ها/PRON_3FS"	"na"	"na"	"to_her"	"à_elle"	"22349"	"1036"
"3"	"فلفلة"	"فلفلة"	"فَلْفَل"	"فلفل/NOUN_CONCRETE"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"pepper"	"poivre"	"8039"	"387"
"3"	"نو"	"نو"	"جوز"	"نو/FOREIGN"	""	""	"na"	"na"	"nut"	"noix"	"3417"	"197"
"3"	"فلانة"	"فلانة"	"فُلانة"	"فلان/NOUN_CONCRETE"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"someone"	"Quelqu'un"	"689"	"38"
"3"	"فقناة"	"فقناة"	"قَناة"	"قنا/NOUN_ABSTRACT"	"f/PREP"	"ة/NSUFF_FEM_SG"	"s"	"f"	"Tv_channel"	"chaîne_de_télévision"	"5571"	"284"
"3"	"فزواج"	"فزواج"	"زَواج"	"زواج/NOUN_ABSTRACT"	"f/PREP"	""	"s"	"m"	"wedding"	"marriage"	"13987"	"665"
"3"	"قعدو"	"قعدو"	"قَعَد"	"قعد/PV"	""	"و/PVSUFF_SUBJ:3MP"	"na"	"na"	"keep"	"continuer"	"1375"	"69"
"3"	"مزيا"	"مزيا"	"فَضِيلَة"	"مزي/NOUN_ABSTRACT"	""	"ا/NSUFF_FEM_SG"	"s"	"f"	"favor"	"faveur"	"12213"	"603"
"3"	"مت"	"مت"	"أُمّ"	"مت/NOUN_CONCRETE"	""	""	"s"	"f"	"mother"	"Mère"	"8773"	"414"
"3"	"مبقاش"	"مبقاش"	"بَقِيَ"	"بقا/PV"	"m/NEG_PART"	"(null)/PV SUFF_SUBJ :3MS+ش/NEG_PART"	"na"	"na"	"remain"	"reste"	"10442"	"529"
"3"	"فيلم"	"فيلم"	"فِيلْم"	"فيلم/FOREIGN"	""	"(null)/CASE_DEF_GEN"	"s"	"m"	""	"film_;x_film"	"9230"	"426"
"3"	"ولده"	"ولده"	"ابن"	"ولد/NOUN_ABSTRACT"	""	"ه/POSS_PRON+(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"child,son"	"enfant,_fils"	"17816"	"822"
"3"	"قتولي"	"قتولي"	"قَالَ"	"قت/PV"	""	"و/PVSUFF_SUBJ:2MP+ل/PREP+ي/POSS_PRON"	"na"	"na"	"said"	"dit"	"4645"	"248"
"3"	"ليزاميركان"	"ليزاميركان"	"الأمْرٍيكٍيون"	"ليزاميركان/FOREIGN"	""	""	"sp"	"m"	"Americans"	"les_Américains"	"26491"	"1196"
"3"	"هاذي"	"هذي"	"هَذا"	"هاذي/DEM_PRON_FS"	""	""	"s"	"f"	"this"	"cela"	"175"	"12"
"3"	"ليفغونسي"	"ليفغونسي"	"الفَرَنْسِيون"	"ليفغونسي/FOREIGN"	""	""	"sp"	"m"	"the_French"	"les_français"	"25991"	"1176"
"3"	"قرايتي"	"قرايتي"	"دِراسَة"	"قراي/GERUND"	""	"ت/NSUFF_FEM_SG+ي/POSS_PRON"	"s"	"f"	"studies"	"études"	"3861"	"214"
"3"	"لواست"	"لوست"	"وَسْط"	"وست/NOUN_ABSTRACT"	"l/DET"	""	"s"	"m"	"middle"	"milieu"	"26276"	"1186"
"3"	"وهايا"	"وهايا"	"يَا"	"هايا/VOC_PART"	"w/CONJ"	""	"na"	"na"	"oh"	"oh"	"2555"	"131"
"3"	"ليك"	"ليك"	"لِ"	"لي/PREP"	""	"ك/PRON_2MS"	"na"	"na"	""	"to_you_;for_+_you"	"2445"	"120"
"3"	"هادك"	"هادك"	"دلك"	"هادك/DEM_PRON"	""	""	"s"	"m"	"that"	"celui"	"628"	"36"
"3"	"وينتا"	"وينتا"	"مَتَى"	"وينتا/INTERROG_PART"	""	""	"na"	"na"	"when"	"quand"	"4588"	"246"
"3"	"مادام"	"مادام"	"مادام"	"مادام/PV"	""	"(null)/PVSUFF_SUBJ:3MS"	"s"	"m"	"as_long_as"	"tant_que"	"2964"	"164"
"3"	"مارهش"	"ما_رهش"	"اِنَّ"	"ره/PRESENT_PART"	"mA/NEG_PART"	"ش/NEG_PART"	"na"	"na"	""	"it_is"	"1569"	"76"
"3"	"نيك"	"نيك"	"نيك"	"نيك/IV"	""	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"have_sex_with"	"avoir_des_relations_sexuelles"	"20522"	"933"
"3"	"نهود"	"نهود"	"نَزَلَ"	"هود/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"get_down"	"descendre"	"19629"	"898"
"3"	"ياكلك"	"ياكلك"	"يَأكُل"	"اكل/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS +ك/IVSUFF_DO:2MS"	"na"	"na"	"eat"	"manger"	"23419"	"1079"
"3"	"يباعروا"	"يباعروا"	"ممه"	"باعر/IV"	"y/IV3MP"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	""	"sound_of_sheep"	"1308"	"65"
"3"	"قالتله"	"قالتله"	"قَالتله"	"قال/PV"	""	"ت/PV SUFF_SUBJ :3FS+ل/PREP+ه/PRON_3MS"	"na"	"na"	""	"said;say;be_said"	"1124"	"58"
"3"	"قافز"	"قافز"	"شَاطر"	"قافز/NOUN_ACTIVE_PART"	""	""	"s"	"m"	"clever"	"malin"	"24400"	"1114"
"3"	"مالا"	"مالا"	"إِذَن"	"مالا/ADV"	""	""	"na"	"na"	"then"	"alors"	"16181"	"756"
"3"	"قريت"	"قريت"	"دَرَسَ"	"قري/PV"	""	"ت/SUFF_FEM_TA"	"na"	"na"	"study"	"étudier"	"3045"	"172"
"3"	"قضبي"	"قضبي"	"قَضَبَ"	"قضب/CV"	""	"ي/CVSUFF_SUBJ : 2FS"	"na"	"na"	"hold"	"tenir"	"8223"	"395"
"3"	"مبروك"	"مبروك"	"مَبْرُوك"	"مبروك/NOUN_ABSTRACT"	""	"(null)/CASE_INDEF_GEN"	"s"	"m"	"blessed"	"béni"	"17140"	"794"
"3"	"لهيه"	"لهيه"	"هُنَاكَ"	"لهيه/ADV"	""	""	"na"	"na"	"there"	"là-bas"	"1774"	"85"
"3"	"قادر"	"قادر"	"قَادِر"	"قادر/NOUN_ACTIVE_PART"	""	""	"s"	"m"	""	"capable;able"	"1570"	"76"
"3"	"يبغو"	"يبغو"	"أرَاد"	"بغ/IV"	"y/IV3MP"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"want"	"vouloir"	"11789"	"587"
"3"	"يبغيها"	"يبغيها"	"أحَبَها"	"بغ/IV"	"y/IV3MS"	"ي/IVSUFF_SUBJ: 3MS +ها/IVSUFF_DO:3FS"	"na"	"na"	""	"love;want"	"1564"	"76"
"3"	"قابل"	"قابل"	"قابِل"	"قابل/NOUN_ACTIVE_PART"	""	"(null)/CASE_INDEF_NOM"	"s"	"m"	""	"accepter_;x;accepter"	"416"	"25"
"3"	"يبقى"	"يبقى"	"بَقِيَ"	"بقى/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"remain,_last"	"rester,_durer"	"10206"	"520"
"3"	"نيفو"	"نيفو"	"مُسْتَوَى"	"نيفو/FOREIGN"	""	""	"na"	"na"	"level"	"niveau"	"5621"	"286"
"3"	"نبدو"	"نبدو"	"بَدَأ"	"بد/IV"	"n/IV1P"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"start"	"commencer"	"7398"	"365"
"3"	"هاو"	"هاو"	"يا"	"هاو/VOC_PART"	""	""	"na"	"na"	"oh"	"oh"	"3365"	"195"
"3"	"يحلم"	"يحلم"	"حَلَم"	"حلم/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"dream"	"rêver"	"21417"	"983"
"3"	"منعرفش"	"منعرفش"	"ماأَعْرِف"	"عرف/IV"	"m/NEG_PART+n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ش/NEG_PART"	"na"	"na"	"don't_know"	"connais_pas"	"11254"	"566"
"3"	"منقدش"	"منقدش"	"لااَسْتَطِيع"	"قد/IV"	"m/NEG_PART+n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ش/NEG_PART"	"na"	"na"	"can't"	"peut_pas_"	"13519"	"648"
"3"	"منك"	"منك"	"مِن"	"من/PREP"	""	"ك/POSS_PRON"	"na"	"na"	"from"	"de"	"17529"	"809"
"3"	"عيني"	"عيني"	"عَيْنِي"	"عين/NOUN_CONCRETE"	""	"ي/POSS_PRON"	"s"	"m"	"want"	"vouloir"	"21254"	"978"
"3"	"عينك"	"عينك"	"عَيْنيك"	"عين/NOUN_CONCRETE"	""	"ك/POSS_PRON"	"s"	"f"	"Eye"	"Œil"	"2757"	"149"
"3"	"منهدروش"	"منهدروش"	"تَكَلَّم"	"هدر/IV"	"m/NEG_PART+n/IV1P"	"و/IVSUFF_SUBJ:1P+ش/NEG_PART"	"na"	"na"	"speak"	"parler"	"5474"	"281"
"3"	"يدوروا"	"يدوروا"	"دَارَ"	"دور/IV"	"y/IV3MP"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"go_around,_turn"	"faire_le_tour,_tourner"	"26516"	"1197"
"3"	"لقاو"	"لقاو"	"لَقى"	"لقا/PV"	""	"و/PVSUFF_SUBJ:3MP"	"na"	"na"	"find"	"trouver"	"16897"	"784"
"3"	"قلعت"	"قلعت"	"أقْلَعَ"	"قلع/PV"	""	"ت/SUFF_FEM_TA"	"na"	"na"	"take_off"	"décoller"	"4045"	"222"
"3"	"عيب"	"عيب"	"عَيْب"	"عيب/NOUN_ABSTRACT"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"shame,_disgrace"	"honte,_disgrâce"	"10274"	"522"
"3"	"مها"	"مها"	"أُمّ"	"م/NOUN_CONCRETE"	""	"ها/POSS_PRON"	"s"	"f"	"Mother"	"Mère"	"3789"	"212"
"3"	"لقاه"	"لقاه"	"وجد"	"لقا/PV"	""	"(null)/PV SUFF_SUBJ :3MS+ه/PVSUFF_DO:3MS"	"na"	"na"	"find"	"trouver"	"1811"	"86"
"3"	"قلنا"	"قلنا"	"قالَ"	"قل/PV"	""	"نا/PVSUFF_SUBJ:1P"	"na"	"na"	"said"	"dire"	"4078"	"223"
"3"	"مو"	"مو"	"الشَهْر"	"مو/FOREIGN"	""	""	"na"	"na"	"month"	"mois"	"5359"	"276"
"3"	"موا"	"موا"	"الشَهْر"	"موا/FOREIGN"	""	""	"na"	"na"	"month"	"mois"	"5346"	"275"
"3"	"مواطن"	"مواطن"	"مواطن"	"مواطن/NOUN_ACTIVE_PART"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	""	"citizen"	"2038"	"95"
"3"	"وخدوخرة"	"وخدوخرة"	"وَخُدآخَر"	"وخدوخر/ADJ_QUALIT"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"another"	"autre"	"4655"	"248"
"3"	"موسيقى"	"موسيقى"	"مُوسِيقَى"	"موسيقى/FOREIGN"	""	""	"s"	"f"	"music"	"musique"	"10244"	"521"
"3"	"هرب"	"هرب"	"هَرَبَ"	"هرب/PV"	""	"(null)/PV SUFF_SUBJ :3MS"	"na"	"na"	"run_away"	"s'enfuire"	"10128"	"511"
"3"	"ميت"	"ميت"	"مَيِت"	"ميت/NOUN_ABSTRACT"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"dead"	"mort"	"1521"	"74"
"3"	"يديه"	"يديه"	"أَخَدَ"	"دي/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS +ه/IVSUFF_DO:3MS"	"na"	"na"	""	"take"	"1432"	"71"
"3"	"يرجع"	"يرجع"	"رَجَع"	"رجع/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"return"	"retourner"	"6967"	"351"
"3"	"لفرونسي"	"لفرونسي"	"فَرِنْسِيّين"	"لفرونسي/FOREIGN"	""	""	"sp"	"m"	"the_French"	"les_Français"	"25714"	"1167"
"3"	"عمر"	"عمر"	"مَلَأَ"	"عمر/CV"	""	"(null)/CVSUFF_SUBJ :2MS"	"na"	"na"	"fill"	"remplir"	"2542"	"129"
"3"	"يرحم"	"يرحم"	"يَرْحَم"	"رحم/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"have_mercy_with"	"aie_pitié_de"	"3149"	"182"
"3"	"عللى"	"على"	"عَلَى"	"على/PREP"	""	""	"na"	"na"	"on"	"sur"	"22937"	"1063"
"3"	"نبدل"	"نبدل"	"يبَدَّل"	"بدل/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"change"	"changer"	"11478"	"576"
"3"	"منعرت"	"منعرت"	"مَاأَعْرٍف"	"عر/IV"	"m/NEG_PART+n/IV1S"	"ت/IVSUFF_SUBJ:1S"	"na"	"na"	"don't_know"	"ne_sais_pas"	"2640"	"144"
"3"	"عينين"	"عينين"	"عَيْنين"	"عين/NOUN_CONCRETE"	""	"ين/NSUFF_FEM_DU_ACC"	"d"	"f"	"Eyes"	"Les_yeux"	"7241"	"360"
"3"	"للمعسكريين"	"للمعسكريين"	"معَسَكْرِيين"	"معسكر/NOUN_RELATIVE"	"l/PREP+l/DET"	"ي/RELATIVE_YA+ين/NSUFF_MASC_PL_GEN"	"sp"	"m"	""	"people_of_mascara"	"1633"	"78"
"3"	"منبغيش"	"منبغيش"	"لاأحُب"	"بغي/IV"	"m/NEG_PART+n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ش/NEG_PART"	"na"	"na"	"don't_like"	"n'aime_pas"	"11215"	"564"
"3"	"مشينة"	"مشينة"	"آلَة"	"مشينة/FOREIGN"	""	""	"s"	"f"	"machine"	"machine"	"19723"	"902"
"3"	"فدوك"	"فدوك"	"أولئك"	"دوك/DEM_PRON"	"f/PREP"	""	"sp"	"m"	"those"	"ceux"	"5291"	"273"
"3"	"لمرته"	"لمرته"	"إمْرَأته"	"مر/NOUN_CONCRETE"	"l/DET"	"ت/NSUFF_FEM_SG+ه/POSS_PRON"	"s"	"f"	"his_wife"	"sa_femme"	"1253"	"63"
"3"	"فخر"	"فخر"	"فَخْر"	"فخر/GERUND"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"Pride"	"Fierté"	"4397"	"238"
"3"	"فحريرة"	"فحريرة"	"حَرِيرة(حَسَاءجَزائِري)"	"حرير/NOUN_CONCRETE"	"f/PREP"	"ة/NSUFF_FEM_SG"	"s"	"f"	"Harira_(algerian_soup)"	"Harira_(soupe_algerienne)"	"7402"	"365"
"3"	"ولاده"	"ولاده"	"أَوْلَاده"	"ولاد/NOUN_CONCRETE"	""	"ه/POSS_PRON"	"bp"	"m"	"his_children"	"ses_enfants"	"13699"	"655"
"3"	"قعدي"	"قعدي"	"قَعَدَ"	"قعد/CV"	""	"ي/CVSUFF_SUBJ : 2FS"	"na"	"na"	"keep"	"continuer"	"8112"	"390"
"3"	"معمر"	"معمر"	"مُزْدَحِم"	"معمر/ADJ_QUALIT"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"na"	"na"	"full"	"plein"	"3563"	"203"
"3"	"يخافوا"	"يخافوا"	"خافَ"	"خاف/IV"	"y/IV3MP"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"afraid_of"	"avoir_peur"	"26613"	"1199"
"3"	"معمرة"	"معمرة"	"عَامِر"	"معمر/ADJ_QUALIT"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"full"	"complet"	"3389"	"196"
"3"	"معندك"	"معندك"	"ماعِندَ"	"عند/NOUN"	"m/NEG_PART"	"ك/POSS_PRON_2MS"	"s"	"m"	"have"	"ont"	"285"	"19"
"3"	"قفل"	"قفل"	"قُفْل"	"قفل/NOUN_CONCRETE"	""	""	"s"	"m"	"a_lock"	"la_serrure"	"26334"	"1188"
"3"	"يخدم"	"يخدم"	"تَعْمَل"	"خدم/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"work"	"travailler"	"4749"	"252"
"3"	"يحكم"	"يحكم"	"تَحَكُّم"	"حكم/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"controlling"	"contrôler"	"4324"	"236"
